"Protein","ENTREZID","SYMBOL","logFC","AveExpr","t","P.Value","adj.P.Val","B","Ctrl_1","Ctrl_2","Ctrl_3","Ctrl_4","Ctrl_5","IMP_1","IMP_2","IMP_3","IMP_4","IMP_5","group"
"O43826",2542,"SLC37A4",-0.837606298714228,-2.65734656403933,-1.25229438552794,0.240144743648174,0.414431087095856,-6.16194288533694,-1.9117824996916,-3.18255900660119,-1.0927461204428,-1.33338628786889,-3.67224315880662,-3.22380224356036,-2.3952040657218,-5.02591314224131,-2.60235763774803,-2.13347147771074,"Non-significant"
"Q9GZQ3",28991,"COMMD5",-2.50092368257507,2.89144093037811,-1.25120232562107,0.240525699380331,0.414969107935514,-6.16322699684171,2.64796710299807,0.929292291866959,5.81089378144725,6.84421011919463,4.47715056282132,1.51356016163708,2.47526930019577,4.79130881904802,4.9471713932676,-5.52241422869561,"Non-significant"
"Q03164",4297,"KMT2A",-0.39874233721716,-4.84621160534029,-1.2485709522899,0.241445663163836,0.416436480297246,-6.16631782968188,-4.77091894284755,-5.00288175591379,-4.63458651604864,-4.23297614967172,-4.59283881917686,-4.79342175245271,-5.34655942409761,-4.74137456030295,-6.09809817778267,-4.24845995510841,"Non-significant"
"P60842",1973,"EIF4A1",-0.2328638352796,2.68179385655247,-1.24725060877162,0.241908356248979,0.417114552163637,-6.16786695724864,2.66253022867952,2.83945749389258,2.91331158258026,2.99219163899882,2.58363792681017,2.51282306893285,3.00074061254547,2.04246793789887,2.40673701185543,2.86404106333073,"Non-significant"
"Q9UJS0",10165,"SLC25A13",-0.282944055431293,-0.161429002599613,-1.24672209205921,0.242093769430215,0.417314267109227,-6.16848672353328,0.407596695809479,-0.412525617521122,0.228081653371571,0.130019426929021,-0.452957033008783,-0.662846423476751,-0.133648109054366,-0.69374746534763,0.0501494001824513,-0.0744125538800007,"Non-significant"
"O43772",788,"SLC25A20",0.277232615734404,-0.836459330279661,1.2454353091334,0.24254568169882,0.417973118720639,-6.16999488340318,-0.655763855733089,-1.43283822704954,-0.823182430585801,-0.730960701117779,-1.23263297624811,-1.285101866445,-0.243207417542165,-0.796518155999411,-0.602011465609749,-0.562376206465971,"Non-significant"
"Q96C57",64897,"C12orf43",-0.233101628004308,-2.47428358534951,-1.24498338233255,0.24270455976073,0.418126758082476,-6.17052429372234,-2.3545548263658,-2.26013561750258,-2.46659740887302,-2.48725108051038,-2.22012492348498,-2.61973688787788,-2.62815298742156,-2.52262375012985,-3.15659122394337,-2.02706714738564,"Non-significant"
"O75879",5188,"GATB",0.145433131957294,-1.42923030942566,1.24412983177639,0.243004863386441,0.418523884471134,-6.17152380995959,-1.53827805434662,-1.63486411022239,-1.3926401504143,-1.61708528062165,-1.32686678141659,-1.49755472067822,-1.29701097372718,-1.08792143403934,-1.42569214142454,-1.4743894473658,"Non-significant"
"Q86TU7",84193,"SETD3",-0.154897530004324,-1.32366908869939,-1.24335337619425,0.243278306281589,0.418874534243665,-6.17243261898127,-1.39032827101859,-1.11794585060246,-1.24785891179757,-1.33130575314981,-1.14366283191769,-1.52004956750134,-1.09814070555231,-1.47913323074302,-1.62871274563214,-1.27955301907893,"Non-significant"
"Q9P0J7",56888,"KCMF1",-0.276155194194993,-0.794552539618339,-1.24304002323865,0.243388730325216,0.418908736559516,-6.17279927000236,-0.486521264853208,-0.658141462607713,-0.494536823091,-1.04128283798878,-0.601892324063513,-1.07820771880491,-1.01187836910803,-0.855793442586387,-0.228484183710011,-1.48878696936984,"Non-significant"
"Q5EBL8",51248,"PDZD11",0.603386342711566,-2.96493071897335,1.24290059655271,0.243437876756698,0.418908736559516,-6.17296239033413,-2.4374803989881,-3.50345084277814,-2.93167407161808,-3.16730467022929,-4.29320946803203,-2.73670276251812,-2.88937489923753,-3.8510895888515,-1.20612014320627,-2.63290034427439,"Non-significant"
"O43837",3420,"IDH3B",-0.182178905884317,0.0244309576581367,-1.24197943654883,0.243762779497199,0.419347501045526,-6.17403975785334,0.00528633123300504,0.227641995172155,0.342729771913073,-0.280802454357799,0.282746409041043,-0.234787330787152,0.201118882871234,-0.166029552692448,-0.011615291847437,-0.121979183964307,"Non-significant"
"Q9Y230",10856,"RUVBL2",0.11736215419314,2.13903951062706,1.24004345999104,0.244446771962527,0.420403582294028,-6.17630215627132,2.10458400013986,2.20162563353291,2.05968597082423,1.95802923420041,2.07786732895503,2.30846439831212,2.05419302529771,2.11811539211039,2.24871358447188,2.25911653842604,"Non-significant"
"Q9UMY4",29934,"SNX12",-0.22761677328785,0.0958360473341456,-1.23957726950726,0.244611713595914,0.420566641753067,-6.17684657041035,0.548778880115184,0.3152741053344,-0.00580805849865845,0.347586638287848,-0.15760939534842,0.0694960846895501,-0.253002673569104,-0.394024032993298,0.274914690171689,0.212754235152265,"Non-significant"
"Q96EY1",9093,"DNAJA3",0.21223346082632,-1.00558776187682,1.23937422531227,0.244683580497167,0.420569628042852,-6.17708363793229,-0.69019825931066,-1.24930951623481,-1.28828869637126,-0.912013922409145,-1.41871206712404,-1.00284789667236,-1.10477225297203,-0.969137146582554,-0.518846195951516,-0.901751665139856,"Non-significant"
"Q14331",2483,"FRG1",0.218630694318743,-1.39814552751785,1.23716458471,0.245466789902076,0.421794939553796,-6.17966172806389,-1.17917083149728,-2.00222212083154,-1.40729929956412,-1.3778671999237,-1.57074492156946,-1.59026547177922,-1.39349272192757,-0.967831364442701,-1.34191841130105,-1.15064293234184,"Non-significant"
"P07858",1508,"CTSB",-0.308377535748813,2.51279301487599,-1.2362810374027,0.245780535387586,0.42219326634814,-6.18069167431041,3.23636194561161,2.34111078087263,2.15612000794491,3.16699683020314,2.43431934911972,1.91946902226635,2.29772786324898,2.7506292922659,2.43989672983531,2.3852983273914,"Non-significant"
"Q16513",5586,"PKN2",-0.267022605840645,-2.53661186689253,-1.23610563833483,0.245842858013725,0.42219326634814,-6.18089607282764,-2.19864679079797,-2.19709994109223,-2.85630430542143,-2.0163626122324,-2.747089170317,-2.30000833277368,-3.1048215110665,-2.89367398553838,-2.4750503514064,-2.57706166827929,"Non-significant"
"Q9GZZ9",79876,"UBA5",-0.43228904893209,-1.79939763564109,-1.23591727490159,0.245909801459739,0.42219326634814,-6.18111555583501,-2.47112065217114,-1.83006742992786,-1.12635998798409,-1.31545963804229,-1.17325784774982,-2.13393828047965,-1.10129411021247,-1.7465144461986,-2.60812444042661,-2.48783952321832,"Non-significant"
"Q9BW83",11020,"IFT27",-0.195355079472377,-3.2032298531959,-1.23537704733264,0.246101878060647,0.422402107249485,-6.18174490051651,-2.83648581692261,-3.27210747233426,-2.99107240420597,-3.12042682839045,-3.30766904544524,-3.62314449609547,-3.10388225946782,-3.49402325928168,-2.94674120020399,-3.33674574961146,"Non-significant"
"P49840",2931,"GSK3A",-0.149483833322233,-0.52971487240257,-1.23499551623399,0.24623760411671,0.422514137879231,-6.18218925002492,-0.38609122511721,-0.580212883588537,-0.26748797220677,-0.731243611083383,-0.309829086711367,-0.765363361142679,-0.626553223831115,-0.425625075828702,-0.575931847083632,-0.628810437432305,"Non-significant"
"Q16656",4899,"NRF1",-0.294015025836912,-2.26839326495555,-1.2344744996954,0.246423049230928,0.422711391944473,-6.18279589076844,-2.47242016888762,-2.21318237885392,-1.58605395326785,-2.03138232056055,-2.30388993861553,-1.9993852780466,-2.38373583377993,-3.00889121962111,-2.67772867731523,-2.00726288060716,"Non-significant"
"O14776",10915,"TCERG1",0.13366299346286,-0.155935246480696,1.23357361192186,0.246743969948699,0.423140860103617,-6.18384439435493,-0.16959945482026,-0.323193855207003,-0.221630528801446,-0.0415005249140184,-0.357909352317904,0.0784150593888064,-0.302732502071944,-0.121784176113044,-0.0265295034962792,-0.0728876264538695,"Non-significant"
"O14548",9167,"COX7A2L",0.206742998999012,0.587852444208322,1.23304538409282,0.246932297209906,0.423301988980539,-6.1844589179798,0.539823667025155,0.323516746285639,0.964830595407337,0.0324103608915104,0.561823353934435,0.689064966930192,0.522143837492253,0.640041919419859,0.871148806805259,0.733720187891576,"Non-significant"
"Q9NZQ3",51517,"NCKIPSD",0.571483090494688,-3.42137698832505,1.23291416214299,0.246979099456879,0.423301988980539,-6.18461154793892,-3.11123016196122,-4.59963842411527,-2.90165194685034,-3.79970607297793,-4.1233660619572,-3.46337780284893,-3.39549834115415,-3.15141271002965,-1.67799843145202,-3.98988992990377,"Non-significant"
"Q96BH1",64320,"RNF25",-1.31378032501527,-3.9306624333281,-1.23250766076524,0.247124129994584,0.423310386597072,-6.18508429277562,-3.05638634026937,-4.03154143806912,-3.75228855233853,-3.03521222988144,-2.49343279354385,-6.38781943192648,-3.36070838499883,-2.26992950021262,-2.81919230331392,-8.10011335872679,"Non-significant"
"Q9UBW7",7750,"ZMYM2",0.918100850092206,-4.17316456906192,1.23250473759726,0.247125173165975,0.423310386597072,-6.18508769189449,-5.15660739827447,-3.6165564778291,-3.31598034821384,-6.08896417959934,-4.98296656662338,-2.63688559278388,-3.88985174094517,-6.08107684135461,-3.05663996618356,-2.90611657881188,"Non-significant"
"Q9NP81",54938,"SARS2",-0.263344646521413,-0.329415547730881,-1.23105974928675,0.24764127521098,0.423962427276586,-6.18676723904214,-0.144101634694229,-0.235919646569669,-0.298847906470984,-0.506817677232612,0.196970742616622,-0.904290508312907,-0.259217758991512,0.0720320155815611,-0.86060133423157,-0.353361769003508,"Non-significant"
"P62826",5901,"RAN",-0.169021864364494,5.75315278376123,-1.23104311721761,0.247647220735348,0.423962427276586,-6.18678656261976,5.68782100249143,6.0900964741231,5.82429730769423,5.65704216948709,5.92906162592152,5.99704001956696,5.41819078725642,5.61781184743817,5.73439113028351,5.57577547334984,"Non-significant"
"P62861",2197,"FAU",1.11145291383856,0.65460379359454,1.22996825717127,0.248031700956421,0.424499460797847,-6.18803496238057,-1.19282354447974,1.33130319105862,-0.988196945089733,0.074278991956557,1.2698249899306,-0.213736164244857,4.16790546243928,1.82998099360967,0.464005792794655,-0.196504832029651,"Non-significant"
"Q13214",7869,"SEMA3B",1.61684689010903,-2.63907924921016,1.22856560218298,0.248534163926904,0.425238054513451,-6.18966289195733,-4.42378267642461,-4.65554083566849,-5.15703161100562,1.98222615798195,-4.98338450620659,-1.06593385311943,-0.742174506629919,-1.54015833196976,-2.74065841435276,-3.06435391470635,"Non-significant"
"P49756",58517,"RBM25",0.221741958334343,-1.07293170711198,1.22728734557395,0.248992784615779,0.425901234837658,-6.19114527071975,-0.729384302625949,-1.24270508126217,-1.56064009610407,-1.02545206271869,-1.36083188868487,-1.01068108820198,-1.3647225444198,-0.785003674836671,-0.791520489800918,-0.858375842464663,"Non-significant"
"Q9H9Y6",84172,"POLR1B",-0.1101370039076,-1.09656616323899,-1.22645978244275,0.249290069174899,0.426288150796085,-6.19210438848684,-0.981797459861993,-0.952769796111314,-1.17665755792406,-0.972785705728595,-1.12347778679999,-1.13448892145614,-1.16293927014919,-1.24645541397803,-1.120007083742,-1.09428263663859,"Non-significant"
"Q8IVM0",152137,"CCDC50",-0.614996925610027,-0.990073416836375,-1.22622446925984,0.249374653072679,0.426290566987948,-6.19237702277124,-0.35327518838558,-0.717230829454841,-0.452340186437348,-1.05972568686392,-0.830302879015116,-1.32298674694347,-1.6117339904203,-1.27626974534109,0.50689437288986,-2.78376328839194,"Non-significant"
"O43795",4430,"MYO1B",-0.237567215147782,0.306645173819956,-1.22606037739073,0.249433650085161,0.426290566987948,-6.19256711743118,0.672466412625276,0.203110921942447,0.407095669753707,0.848624004782281,-0.00415310213447578,0.0257747349147942,0.368945417636947,-0.194055034039571,0.278912373199189,0.459730339518965,"Non-significant"
"P55263",132,"ADK",-0.298527974219776,0.718731865566807,-1.22583838390235,0.249513482877434,0.42629564234567,-6.19282425967826,0.503903274330611,1.1322318479028,0.653981474599313,1.40210763258759,0.647755033963162,0.891065134142452,0.862931198711848,0.0736357171649958,0.150165349818809,0.869541992446494,"Non-significant"
"Q00577",5813,"PURA",-0.157367988212992,-1.0976072307512,-1.22550256057006,0.249634290323532,0.42629564234567,-6.19321319044481,-0.920598972232144,-1.17761488005921,-0.712503557553145,-1.16370885411909,-1.12018991925995,-1.26854637550193,-1.14024940592794,-1.3686485681934,-0.95415487931495,-1.14985689535028,"Non-significant"
"P61218",5435,"POLR2F",-0.461242744558622,-2.77368717698833,-1.22545924959984,0.249649874256794,0.42629564234567,-6.19326334501969,-3.00105702335729,-2.34440634927747,-1.75394787792941,-3.80903754003217,-1.80688023294878,-3.17482555566046,-2.70863899864475,-2.84168857420437,-2.98003660522242,-3.31635301260623,"Non-significant"
"Q13769",8563,"THOC5",-0.24836539768897,-1.85134522596798,-1.22507390728742,0.249788560942237,0.426322542694459,-6.19370951891639,-1.2516471798722,-2.05587906599022,-1.82091898274187,-1.79440272345604,-1.71296468355713,-2.53896439661186,-1.94119615739587,-1.57500026036471,-1.83442373390302,-1.98805507578685,"Non-significant"
"P63279",7329,"UBE2I",-1.82085977363449,-0.0633644000533653,-1.22483104265841,0.249876001296758,0.426322542694459,-6.19399067069176,4.19145238342426,-1.447538500416,1.52643791350636,0.0625251743624852,-0.0975495370576972,-5.9344830311324,1.4869417297149,-1.09756457184667,-0.0490391631591687,0.725173602070277,"Non-significant"
"P67775",5515,"PPP2CA",-0.222325049074089,0.968164294055516,-1.22462998803742,0.249948407278049,0.426322542694459,-6.19422339054502,0.933114676784515,1.02067860709957,1.43472716372579,1.13688389791866,0.871229747434268,0.921763551521299,1.11821018225387,0.309095582856213,0.799726039857536,1.13621349110344,"Non-significant"
"Q8TDR0",26146,"TRAF3IP1",-0.262195293080603,-4.72745174884889,-1.22462560756381,0.249949985011459,0.426322542694459,-6.19422846061523,-4.6516204930801,-4.61241378682294,-4.69117799927492,-4.90284793994008,-4.12371029242489,-5.07766922140937,-4.87563599845249,-4.17868521186709,-5.18484523327434,-4.97591131194265,"Non-significant"
"Q9Y3D2",22921,"MSRB2",-0.808823054397177,-4.22829502956032,-1.2241214829513,0.250131611663787,0.426422705945387,-6.19481185905995,-3.6356470513061,-3.38897454850744,-4.8812712589375,-3.52594260112222,-3.6875820519354,-3.07357319776612,-6.96802398839968,-3.64880557445944,-4.69949469200966,-4.77363533115965,"Non-significant"
"O76031",10845,"CLPX",-0.195159191044868,-0.1533252756231,-1.22406790234448,0.250150922047002,0.426422705945387,-6.19487385497745,-0.349405597157961,0.101679237281072,0.11675253303018,-0.386833858928639,0.23907928527202,-0.0141658277725465,-0.37925205608606,-0.106007834231335,-0.314382452957123,-0.440716184680604,"Non-significant"
"Q66LE6",55844,"PPP2R2D",-1.91110043541479,-2.81227829146469,-1.22332144156527,0.250420071399399,0.426760206928728,-6.19573734884592,-0.42444654813875,-1.8258176234073,-1.58602839920775,-5.79075925324993,0.343411455217261,-6.47808860103176,-3.65289248701542,-1.85169047595925,-6.93976656122253,0.083295579368533,"Non-significant"
"Q9Y580",10179,"RBM7",0.208674709993981,-1.24953291555387,1.22301203884733,0.250531700750255,0.426829150397523,-6.19609514866303,-1.22197946658716,-1.19812738425012,-1.85474955388939,-1.12382594387755,-1.3706690041501,-1.03052369307298,-1.42305664424299,-0.874784723740217,-1.04972255329522,-1.34789018843301,"Non-significant"
"P14406",1347,"COX7A2",0.972007646901048,-1.02357224517089,1.22118898312031,0.251190260420744,0.427829591520365,-6.19820203147278,-3.09968543168114,-1.77853954346061,0.0131361649031452,-1.75293453259378,-0.929857000274685,-1.44706982735903,2.22175299863892,-1.1875969420896,-1.41178930016794,-0.863139037624182,"Non-significant"
"Q96NW4",84079,"ANKRD27",0.324174373955337,-4.02589666969235,1.22032455073341,0.251503017641586,0.428240657807095,-6.19920024552512,-4.15963209973301,-4.69013619048909,-4.43618319265656,-3.34170202277187,-4.31226577769958,-4.00625170073679,-3.74909745620146,-3.4346954836561,-4.38763151770723,-3.74137125527184,"Non-significant"
"P50336",5498,"PPOX",0.345358306749184,-1.8349161442548,1.22002860474747,0.251610165303013,0.428301493420996,-6.19954187453392,-2.46963224944646,-1.55282267398944,-2.1449033081611,-1.54654373014761,-2.32407452640234,-1.21359238555309,-1.28695643630686,-2.48554843509291,-1.73526507573511,-1.58982262171306,"Non-significant"
"Q5JRX3",10531,"PITRM1",0.149077459740626,-0.49132641559232,1.21968505968927,0.251734592665314,0.428391700401217,-6.19993837442629,-0.711345767830364,-0.717758420968724,-0.490599042242909,-0.314328598576722,-0.595293897694447,-0.424173246539283,-0.233775305891244,-0.424076969557619,-0.671028324361946,-0.330884582259945,"Non-significant"
"O75676",8986,"RPS6KA4",-0.664706245605414,-2.8098829498499,-1.21924647528581,0.251893514437385,0.428540540732198,-6.20044444500378,-2.40715121174566,-2.29586207274251,-2.04047561584822,-3.59904828430238,-2.04511195059719,-3.42672419072122,-3.17405157071832,-2.7920523729688,-1.56113284551352,-4.75721938334117,"Non-significant"
"Q96BW5",9317,"PTER",-1.43093069784335,-1.98259823981725,-1.21687369537561,0.252754704789474,0.429739186665465,-6.20318002971441,1.01269137912669,-2.10384039877607,-1.91271313298442,-1.46344492530398,-1.86835737654011,-6.83424464263211,0.128108866475374,-2.73408513382654,-1.643105728129,-2.40699130558238,"Non-significant"
"Q9P2R7",8803,"SUCLA2",0.139600160484074,1.1360116151686,1.21681259942024,0.252776910746894,0.429739186665465,-6.2032504160794,0.904808329603553,1.02923830507503,1.26824553091809,1.10715570787359,1.02160980116256,1.19921727669965,1.45098887930728,0.995396388006525,1.20451150292371,1.17894443011603,"Non-significant"
"Q92508",9780,"PIEZO1",-0.359768526839386,-4.29279365951032,-1.21661725968828,0.252847919591168,0.429739186665465,-6.20347544237354,-4.68201973078733,-4.0112925615971,-3.75046365206028,-4.32500008444567,-3.79577095156276,-3.58860200484509,-5.14046230250314,-4.29363904377696,-4.73705103319958,-4.6036352303253,"Non-significant"
"Q9H944",9477,"MED20",0.84974346821305,-2.62846837539901,1.21651607703328,0.252884707310726,0.429739186665465,-6.20359199179659,-4.83764760008487,-2.7272011088798,-2.13798772415464,-3.17364767886118,-2.39021643554718,-2.54930606923949,0.138503214332385,-2.76545639642891,-3.03450488387981,-2.80721907124659,"Non-significant"
"O00193",10944,"C11orf58",0.558404547438493,-0.855683717454631,1.21561242191613,0.25321344796812,0.429926767465139,-6.20463257262227,-2.48164772167407,-0.781065621878645,-0.561679493920797,-1.44264983177033,-0.407387286625547,-0.235755502552993,0.220320517841905,-0.43754537566135,-0.743861425156674,-1.68556543314781,"Non-significant"
"Q8NI35",10207,"PATJ",0.195422298219108,-2.72321558698749,1.21550679101109,0.253251897994883,0.429926767465139,-6.20475417232173,-3.05205299815829,-3.04848182780394,-2.45043691966358,-2.92305940415114,-2.63060253070825,-2.63469257523641,-2.53007724133434,-2.40488709756373,-2.57023786914452,-2.98762740611066,"Non-significant"
"O14772",8790,"FPGT",-0.537133259845109,-4.10871287183018,-1.21546937845436,0.253265517432058,0.429926767465139,-6.20479723888624,-2.88197878015296,-3.20516173501898,-5.13778282089113,-3.89379722313768,-4.08201065033738,-4.38754882793797,-5.25777134432682,-4.12893287654999,-3.59076944570567,-4.52137501424322,"Non-significant"
"Q9P2E3",57169,"ZNFX1",-0.66076791244034,-2.77086195851057,-1.21539241748285,0.253293535694482,0.429926767465139,-6.20488582761306,-3.37475694860905,-1.72377667050725,-2.29496417476416,-3.04503062086959,-1.76386159670194,-1.56902614339606,-4.29610724042332,-2.68604394221483,-2.98509527147322,-3.96995697614626,"Non-significant"
"O95155",10277,"UBE4B",0.153183386050518,-1.23883661395555,1.21522761223853,0.253353542808371,0.429926767465139,-6.20507551890764,-1.20316069226604,-1.4565080522511,-1.31529229323655,-1.32941383256412,-1.27276666458624,-1.05575498836141,-1.52264738809509,-0.90922688204254,-1.19828361131308,-1.12531173483934,"Non-significant"
"Q9NUQ3",55787,"TXLNG",0.25612037436215,-2.2701355384254,1.21499298082399,0.253438994119989,0.429950112514165,-6.20534554790393,-2.47016528285523,-2.27238160556044,-2.17384940293696,-2.62904262519603,-2.44553971148372,-2.23110113357859,-1.86515243926892,-2.44237826034971,-1.52964563631709,-2.64209928670732,"Non-significant"
"Q9NXG2",55623,"THUMPD1",-0.231014187232381,-0.117101841737093,-1.21448144927717,0.253625371576553,0.430144613502429,-6.20593411942763,0.191403549528563,-0.316256493900288,-0.00235806526769845,0.34377414183028,-0.224536872795366,-0.671955966394507,0.199146159710126,-0.324933496728638,-0.30652781361717,-0.0587735597362278,"Non-significant"
"Q13107",7375,"USP4",-0.703228483911163,-4.07705781456886,-1.21393905811565,0.253823113871966,0.43023676853429,-6.20655800040741,-3.77500195152843,-3.9676037831094,-3.96593092315824,-3.85103873913293,-3.06764246613741,-5.46774934922888,-3.59944617474369,-3.10508978283765,-3.72077291217897,-6.25030206363303,"Non-significant"
"Q9Y281",1073,"CFL2",-0.145476412566073,0.290108502934187,-1.21393884175801,0.253823192775441,0.43023676853429,-6.20655824923038,0.162270898842882,0.43261616851422,0.377451852342142,0.482093044112593,0.359801582274281,0.241084234446015,0.469943399639045,0.0626147006333913,-0.00240834283423355,0.315617491371535,"Non-significant"
"Q7L7V1",55760,"DHX32",1.0829755193423,-4.87311556051174,1.2128975824151,0.25420315948566,0.43074628488547,-6.20775537814654,-5.75387725167309,-5.32925850100448,-5.17252858442771,-5.23092077243783,-5.58643149137134,-6.52383975843824,-0.792228098561367,-5.50455901714954,-4.46577059291088,-4.37174153714292,"Non-significant"
"Q96KA5",81037,"CLPTM1L",-0.261038293837844,-2.09799835472965,-1.21253246357886,0.254336504115718,0.43074628488547,-6.20817497495942,-1.76162291505144,-2.25676240852117,-1.67136295654944,-1.74292167516408,-2.40472608376751,-2.23330256047511,-2.21003159978736,-2.77195293683152,-2.1651474695958,-1.76215294155307,"Non-significant"
"Q14157",9898,"UBAP2L",0.168712501931378,0.287503894075336,1.21252489516831,0.25433926876429,0.43074628488547,-6.20818367164596,0.0537662716550293,0.204607703228321,0.136203737646058,0.451253400533747,0.16990710248508,0.744624802459811,0.0921479658650488,0.426422576829504,0.247485685194193,0.34861969485657,"Non-significant"
"P49760",1196,"CLK2",0.94594681141912,-3.38954411962338,1.21173916067786,0.254626420234902,0.431026581558933,-6.20908632502253,-3.30741290933221,-3.65515859095862,-2.82570600761565,-6.53673003129828,-2.98758008745993,-4.78022426355024,-1.75928316346256,-2.99494551159912,-2.54331511388891,-2.50508551706826,"Non-significant"
"A4D2B8",NA,NA,2.05320808123327,-1.65549308679198,1.21155908904727,0.254692265402186,0.431026581558933,-6.20929313137945,-5.57927613315913,-0.894082529228548,-1.91925967860205,-0.141955693476323,-4.875911602577,1.67623253399559,2.28770668269142,-6.22955389418422,-0.368337031336168,-0.510493522043332,"Non-significant"
"Q96HR9",92840,"REEP6",-1.01602025336929,-2.75304330663506,-1.21148217415093,0.254720394371329,0.431026581558933,-6.20938145875832,-2.6455946934291,-3.46109277777975,-1.98980113393885,-0.99809205009698,-2.13058524450742,-3.42336906368189,-2.90308141607696,-2.6231394277843,-6.18191873929803,-1.17375851975735,"Non-significant"
"Q9C005",84661,"DPY30",0.266320869010419,-0.408554079009015,1.2109818623383,0.254903427429338,0.431169670013685,-6.2099559056914,-0.195135852850378,-0.829094300068841,-0.105252633083933,-1.15005137105391,-0.429038410514059,-0.620661087262105,-0.421327571597377,-0.16834276609776,-0.181340007326336,0.014703209764552,"Non-significant"
"P29401",7086,"TKT",-0.165749183452549,5.22397673596168,-1.21081722594312,0.254963680905948,0.431169670013685,-6.21014489957106,5.24794295380995,5.34344489066812,5.35189138833972,5.43017325607499,5.16080414954701,5.44844897012487,4.93711309267272,4.89496276206912,5.03854574632648,5.38644014998385,"Non-significant"
"P63218",2787,"GNG5",1.0996693951384,-2.9210998132089,1.21066160112252,0.255020646913213,0.431169670013685,-6.2103235313448,-1.60893641619419,-3.59961328657682,-2.29144581244146,-5.47976800121039,-4.37490903746761,-3.34714507358567,-2.75682430111911,-4.25429436844341,-0.779868528715761,-0.718193306334539,"Non-significant"
"O15417",84629,"TNRC18",1.35171234012698,0.62276863586186,1.21035480636202,0.255132978346062,0.431193815570654,-6.21067563218405,1.74676672860943,0.647724594209212,-1.52108687604729,1.58816709866122,-2.72700921644073,1.64388767675713,0.821576367199008,-1.65944200985916,3.12625337238065,2.56084862314913,"Non-significant"
"P43155",1384,"CRAT",0.198374527200825,-1.2154605326907,1.21018586870732,0.255194851121505,0.431193815570654,-6.21086948989964,-1.21430904206095,-1.62126680027185,-1.43489729972443,-0.788139909203547,-1.5146259301948,-1.21123194845721,-1.04376983607499,-1.03174334549936,-1.29990013658878,-0.994721078831112,"Non-significant"
"P56385",521,"ATP5ME",-0.475848437295301,2.04799700639863,-1.21003359039227,0.255250632862402,0.431193815570654,-6.2110442138686,3.04248088121019,2.2910500937231,2.42726529065939,2.19286140202993,1.47594845760878,1.72985174251106,1.59235303852518,0.693681815985683,2.59229686009587,2.44218048163709,"Non-significant"
"P25490",7528,"YY1",0.150846786061561,-0.942037819739679,1.2091120035963,0.255588433556107,0.431642871313989,-6.21210129785262,-0.928628088598613,-1.18216003114268,-0.915357881594852,-0.926091061303566,-1.13506900121259,-0.692382427890337,-1.16820945208176,-0.85090457114909,-0.670734283603962,-0.950841398819344,"Non-significant"
"Q3KQU3",55700,"MAP7D1",-0.177703840994912,-1.30064699843578,-1.20873374940443,0.255727184221792,0.431755609171758,-6.21253499442847,-0.868373024195021,-1.51640380747878,-1.22855000163332,-1.12661429909508,-1.31903425728944,-1.52420811932067,-1.65138982365029,-1.18365314599233,-1.33016017986718,-1.25808332583573,"Non-significant"
"Q99808",2030,"SLC29A1",-0.433137614312497,-1.26688148132914,-1.2083983551914,0.25585026391064,0.431841833006504,-6.21291946566558,-0.572002589603755,-1.43466276335789,-0.793914210807636,-0.562285115796552,-1.88869869129864,-1.57045630403558,-1.41156077371426,-2.4495728577353,-1.24831562036046,-0.73734588658136,"Non-significant"
"P23443",6198,"RPS6KB1",-1.25910258546974,-3.30976208709487,-1.20743342383796,0.256204631679655,0.432318282550054,-6.21402515569595,-1.3376634141159,-2.50743533188277,-3.23690384558686,-2.46943233525707,-3.84961904495738,-6.76447833425082,-0.908754884300434,-5.86165718443812,-3.22130788798038,-2.94036860817893,"Non-significant"
"Q9H2U1",170506,"DHX36",-0.287447514516701,-2.64871965101627,-1.20706605170607,0.25633965191612,0.432424442346264,-6.21444594773389,-2.82309039904142,-2.3078483101167,-2.37857300007714,-3.04752407141876,-1.96794368813558,-2.61075168845348,-3.00125991246069,-2.30425048867246,-2.84844388981672,-3.19751106196976,"Non-significant"
"P41161",2119,"ETV5",0.894582850887323,-3.52446775800124,1.2050586869623,0.257078432604805,0.433548751499161,-6.21674354571577,-3.52410327602935,-2.97777476346254,-3.16193589415985,-7.00174804955615,-3.1932339340166,-3.63892260020607,-3.23527062157611,-3.57202017751316,-2.2270449638607,-2.71262329963184,"Non-significant"
"Q9UNI6",11266,"DUSP12",-0.149953725774784,-1.37856260516629,-1.20475674559464,0.257189706042812,0.433614469254637,-6.21708890014484,-1.18256846498648,-1.40367390666279,-1.22436884031565,-1.41492570012185,-1.29239179930772,-1.69827819849545,-1.32268528291928,-1.38732533514949,-1.19849662517806,-1.66091189852613,"Non-significant"
"O75157",9819,"TSC22D2",0.165446123479682,-1.39569858317029,1.20433593137156,0.25734485206485,0.43375409719868,-6.2175701129225,-1.42084583367865,-1.42159806749884,-1.40253950333848,-1.8208346909561,-1.32629012907856,-1.53928412823978,-1.19297380189787,-1.21584832403349,-1.10084380760929,-1.51592754537179,"Non-significant"
